"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"376","6","Reactome Pathways","","M Phase","0.0497","PSMD7|TUBA1A|TUBA1C|BUB1|HSP90AA1|AKAP9","10899","8982|8978|8980|9118|9111|9115","9.0E-4","","HSA-68886","0.18012791372412543","0"
"518","7","Reactome Pathways","","Cell Cycle, Mitotic","0.0497","PSMD7|TUBA1A|TUBA1C|BUB1|CUL1|HSP90AA1|AKAP9","10899","8982|8978|8980|9118|8991|9111|9115","8.7E-4","","HSA-69278","0.18012791372412543","0"
"62","3","Reactome Pathways","","Regulation of actin dynamics for phagocytic cup formation","0.0498","ARPC2|HSP90AA1|ACTG1","10899","9009|9111|9073","9.4E-4","","HSA-2029482","0.18000729533870866","0"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
